GACHA_RATES_FULL_RULES,Full rules,詳細ルール,true
GACHA_RATES_PITY,Guaranteed {0} or higher within {1} pulls,{1}回以内に{0}以上が確定,true
GACHA_RATES_GUARANTEE_X10,Every 10-pull includes at least one {0},10連ごとに{0}以上が1枚確定,true
GACHA_RATES_DUPE,Duplicate clubs and characters are converted to Reward Points,重複したクラブとキャラクターはリワードポイントに変換されます,true
GACHA_RATES_FOOTER,Rates apply to every pull on this banner.,確率はこのバナーのすべての排出に適用されます。,true
SHOP_TAB_GACHA,GACHA,ガチャ,true
SHOP_TAB_STORE,STORE,ストア,true
SHOP_TAB_GIFTS,GIFTS,ギフト,true
SHOP_FILTER_POPULAR,POPULAR,人気,true
SHOP_FILTER_OFFERS,OFFERS,オファー,true
SHOP_HISTORY_COMING_SOON,Store history is coming soon.,ストア履歴は近日公開です。,true
SHOP_HISTORY,STORE HISTORY,ストア履歴,true
SHOP_HISTORY_AMOUNT,AMOUNT: {0},数量: {0},true
SHOP_HISTORY_ACQUIRED,ACQUIRED {0},入手日 {0},true
SHOP_HISTORY_SOURCE,SOURCE: {0},入手元: {0},true
SHOP_HISTORY_SOURCE_STORE,STORE,ストア,true
SHOP_HISTORY_PRICE,PRICE: {0} RP,価格: {0} RP,true
TICKET_INFO_STANDARD,Spend one for a single pull on any banner that takes a standard ticket.,スタンダードチケット対応バナーでガチャを1回引けます。,true
TICKET_INFO_GOLD,A premium pull ticket — for the banners that call for one.,対応バナーで使えるプレミアムガチャチケットです。,true
STAMINA_BUY,BUY,購入,true
STAMINA_VIEW_ON_MAPS,View on Maps,マップで見る,true
STAMINA_FEATURED,FEATURED,注目,true
STAMINA_OPEN_NOW,OPEN NOW,営業中,true
STAMINA_LOCATION,LOCATION,所在地,true
STAMINA_HOURS,HOURS,営業時間,true
STAMINA_SIGNATURE,SIGNATURE,シグネチャー,true
STAMINA_MENU,MENU,メニュー,true
STAMINA_HOUSE_SPECIAL,House special,ハウススペシャル,true
STAMINA_REGION_HOKKAIDO,HOKKAIDO,北海道,true
STAMINA_REGION_TOHOKU,TOHOKU,東北,true
STAMINA_REGION_KANTO,KANTO,関東,true
STAMINA_REGION_CHUBU,CHUBU,中部,true
STAMINA_REGION_KANSAI,KANSAI,関西,true
STAMINA_REGION_CHUGOKU,CHUGOKU,中国,true
STAMINA_REGION_SHIKOKU,SHIKOKU,四国,true
STAMINA_REGION_KYUSHU,KYUSHU,九州,true
STAMINA_PREF_ALL,ALL,すべて,true
STAMINA_PREF_MIE,MIE,三重,true
STAMINA_PREF_SHIGA,SHIGA,滋賀,true
STAMINA_PREF_KYOTO,KYOTO,京都,true
STAMINA_PREF_OSAKA,OSAKA,大阪,true
STAMINA_PREF_HYOGO,HYOGO,兵庫,true
STAMINA_PREF_NARA,NARA,奈良,true
STAMINA_PREF_WAKAYAMA,WAKAYAMA,和歌山,true
RESULT_PLAY_NEXT,PLAY NEXT,次をプレイ,true
TOAST_COURSE_CLEARED,COURSE CLEARED!,コースクリア！,true
CHAR_BIO_JAMES,"Out of the amateur ranks, Cartwright arrives with driving distance that already turns heads at this level. The short game is still maturing, but scouts agree the foundations are tour-calibre.",アマチュア出身の新鋭カートライト。この階級では際立つ飛距離が持ち味。ショートゲームには課題を残すが、その素質はツアー級と評される。,true
CHAR_BIO_OLIVIA,"A product of long hours on the practice range, Guarinoni brings a compact, repeatable swing and exceptional tempo. Modest off the tee, but her ball-striking consistency is well beyond her years.",練習場で腕を磨いたグアリノーニ。コンパクトで再現性の高いスイングと抜群のテンポが武器。飛距離は控えめだが、ミートの安定感は年齢以上と評価が高い。,true
CHAR_BIO_RICHARD,Twenty seasons at the top level and the power numbers have barely declined. Brenson compensates for an aging short game with course knowledge and shot selection few active players can match.,トップレベルで20シーズンを戦うブレンソン。パワーは今なお健在で、円熟のコース戦略とショット選択は現役屈指。経験が生きるベテランの代表格だ。,true
CHAR_BIO_ELIZABETH,"Schooled on championship links, Blackwood plays a tactician's game. Elite club control, disciplined course management, and a willingness to sacrifice distance for position define her rounds.",名門リンクスで研鑽を積んだブラックウッド。卓越したクラブコントロールと緻密なコースマネジメントを軸に、距離よりポジションを取る知的なゴルフを展開する。,true
CHAR_BIO_SHAE,"O'Connell's recovery statistics are simply in a category of their own. From deep rough or broken ground, she routinely salvages pars that keep rounds alive — trouble is where she does her best work.",オコンネルのリカバリー成績は他の追随を許さない。深いラフや荒れたライからも当然のようにパーを拾い、窮地でこそ真価を発揮する稀有な存在。,true
CHAR_BIO_CAMILA,Perez plays the most aggressive tee-to-green game in her bracket. Exceptional carry distance and fearless target lines produce low rounds in bunches when the execution holds up.,同クラス屈指のアグレッシブなプレースタイルを貫くペレス。傑出したキャリーと果敢な攻めのラインが噛み合えば、爆発的なスコアメイクを見せる。,true
CHAR_BIO_GUILLERMO,"A gallery favourite, Abravanel attempts — and lands — shot shapes most professionals decline. Behind the showmanship sits an elite short game and touch regarded among the finest on tour.",ギャラリーを魅了するアブラバネル。プロでも避ける曲球を涼しい顔で決める技巧派で、その華やかさの裏にはツアー最高峰と称されるタッチがある。,true
CHAR_BIO_EAN,Analysts struggle to name a weakness in McCormick's game — and that is precisely the point. Even numbers across the board make him the most complete development platform in his class.,マコーミックのプレーに弱点を挙げるのは難しい。全項目で均整の取れた数字を残し、同クラス随一の完成された育成素材と評される。,true
CHAR_BIO_FREDA,"The world number one by a distance. Faarlund's combination of power, touch and stamina presents no exploitable weakness, and her tournament record reads less like results than inevitability.",文句なしの世界ランキング1位、ファーランド。パワー、タッチ、スタミナの全てに付け入る隙がなく、その戦績はもはや必然と呼ぶべき水準にある。,true
CHAR_BIO_JOHAN,"Developed on wind-swept northern courses, Christofferson pairs precise iron play with remarkable endurance. Adverse conditions barely move his scoring average — a genuine bad-weather specialist.",北欧の強風コースで育ったクリストファーソン。正確なアイアンと驚異的な持久力を併せ持ち、悪天候でもスコアが崩れない悪条件のスペシャリスト。,true
CHAR_BIO_MIKE,"A former caddie who learned the game from inside the ropes, Millar is renowned for his conditioning and composure. Rarely spectacular, never rattled — and statistically strongest late in the round.",元キャディーという異色の経歴を持つミラー。豊富な運動量と冷静さに定評があり、派手さはないが終盤ほど数字を残すタイプとして知られる。,true
CHAR_BIO_ROSHANA,"Smith combines top-tier driving power with the durability to grind through brutal conditions. When tournaments turn into wars of attrition, her name is invariably on the final leaderboard.",トップクラスの飛距離と、過酷な条件を耐え抜くタフさを兼備するスミス。消耗戦となった大会では、最終リーダーボードに必ず名を残す実力者だ。,true
GAMEPLAY_SHOOT,SHOOT,打つ,true
GAMEPLAY_STRAIGHT,STRAIGHT,ストレート,true
GAMEPLAY_FADE,FADE,フェード,true
GAMEPLAY_DRAW,DRAW,ドロー,true
GAMEPLAY_SHOT_VIEW,SHOT VIEW,ショット画面,true
MAPVIEW_TO_PIN,to pin {0},ピンまで {0},true
MAPVIEW_OUT_OF_RANGE,OUT OF RANGE,射程外,true
MAPVIEW_MAX_HINT,{0} max {1} — ball lands at the red line,{0}の最大 {1} — ボールは赤い線に着地,true
LANDING_FAIRWAY,FAIRWAY,フェアウェイ,true
LANDING_GREEN,GREEN,グリーン,true
LANDING_FRINGE,FRINGE,カラー,true
LANDING_SEMIROUGH,SEMI-ROUGH,セミラフ,true
LANDING_ROUGH,ROUGH,ラフ,true
LANDING_BUNKER,BUNKER,バンカー,true
LANDING_WATER,WATER,ウォーター,true
LANDING_OB,OB,OB,true
INGAME_SFX_LABEL,SOUND,サウンド,true
INGAME_PLAYING,PLAYING,プレイ中,true
INGAME_BACK,BACK,戻る,true
INGAME_QUIT,QUIT,やめる,true
INGAME_QUIT_CONFIRM_TITLE,ARE YOU SURE?,本当によろしいですか？,true
INGAME_QUIT_CONFIRM_BODY,YOU WILL NOT GET ANY REWARDS WHEN QUITTING.,途中で終了すると報酬は獲得できません。,true
INV_TAB_CLUBS,CLUBS,クラブ,true
INV_TAB_BAGS,BAGS,バッグ,true
INV_TAB_BALLS,BALLS,ボール,true
INV_TAB_ITEMS,ITEMS,アイテム,true
CLUB_FILTER_DRIVERS,DRIVERS,ドライバー,true
CLUB_FILTER_WOODS,WOODS,ウッド,true
CLUB_FILTER_IRONS,IRONS,アイアン,true
CLUB_FILTER_WEDGES,WEDGES,ウェッジ,true
CLUB_FILTER_PUTTERS,PUTTERS,パター,true
ROSTER_STARTER_INSTRUCTION,CHOOSE YOUR STARTING CHARACTER. YOU WILL BE ABLE TO ACQUIRE NEW CHARACTERS THROUGHOUT THE GAME.,スタートキャラクターを選んでください。新しいキャラクターはゲームを進めながら獲得できます。,true
ROSTER_STARTER_CONFIRM_TITLE,YOU ARE STARTING THE GAME WITH:,このキャラクターでゲームを開始します:,true
ROSTER_STARTER_BACK,BACK,戻る,true
ROSTER_LOCKED_ACQUIRE,ACQUIRE THIS CHARACTER IN THE STORE OR AS A PRIZE TO UNLOCK IT.,このキャラクターはショップまたは報酬で獲得するとアンロックされます。,true
CHAR_NAME_JAMES,James,ジェームズ,true
CHAR_LASTNAME_JAMES,Cartwright,カートライト,true
CHAR_NAME_OLIVIA,Olivia,オリビア,true
CHAR_LASTNAME_OLIVIA,Guarinoni,グアリノーニ,true
CHAR_NAME_RICHARD,Richard,リチャード,true
CHAR_LASTNAME_RICHARD,Brenson,ブレンソン,true
CHAR_NAME_ELIZABETH,Elizabeth,エリザベス,true
CHAR_LASTNAME_ELIZABETH,Blackwood,ブラックウッド,true
CHAR_NAME_SHAE,Shae,シェイ,true
CHAR_LASTNAME_SHAE,O'Connell,オコンネル,true
CHAR_NAME_CAMILA,Camila,カミラ,true
CHAR_LASTNAME_CAMILA,Perez,ペレス,true
CHAR_NAME_GUILLERMO,Guillermo,ギジェルモ,true
CHAR_LASTNAME_GUILLERMO,Abravanel,アブラバネル,true
CHAR_NAME_EAN,Ean,イアン,true
CHAR_LASTNAME_EAN,McCormick,マコーミック,true
CHAR_NAME_FREDA,Freda,フレーダ,true
CHAR_LASTNAME_FREDA,Faarlund,ファールンド,true
CHAR_NAME_JOHAN,Johan,ヨハン,true
CHAR_LASTNAME_JOHAN,Christofferson,クリストファーソン,true
CHAR_NAME_MIKE,Mike,マイク,true
CHAR_LASTNAME_MIKE,Millar,ミラー,true
CHAR_NAME_ROSHANA,Roshana,ロシャーナ,true
CHAR_LASTNAME_ROSHANA,Smith,スミス,true
# --- missions_v1: screen chrome -------------------------------------------
MISSIONS_TITLE,MISSIONS,ミッション,true
MISSION_COURSE_LOMOND,Lomond Country Club,ロモンドカントリークラブ,true
MISSION_HOLE,Hole,ホール,true
MISSION_TIER_BEGINNER,BEGINNER,ビギナー,true
MISSION_TIER_AMATEUR,AMATEUR,アマチュア,true
MISSION_TIER_PRO,PRO,プロ,true
MISSION_TIER_LEGEND,LEGEND,レジェンド,true
MISSION_TIER_LOCKED,Clear {0} of {1} to unlock,{1}個中{0}個クリアで解放,true
MISSION_PILL_NEXT,NEXT MISSION,次のミッション,true
MISSION_PILL_REPLAY,REPLAY MISSION,再挑戦,true
MISSION_PILL_LOCKED,LOCKED,ロック中,true
MISSION_PILL_SUCCESS,SUCCESS,成功,true
MISSION_PILL_FAILED,FAILED,失敗,true
MISSION_PILL_DAILY,DAILY MISSION,デイリーミッション,true
MISSION_PLAY,PLAY,プレイ,true
MISSION_REPLAY,REPLAY,リプレイ,true
MISSION_GOALS,GOALS,目標,true
MISSION_WIND,Wind,風,true
MISSION_CLUBS,Clubs,クラブ,true
MISSION_START,Start,スタート地点,true
MISSION_FIRST_CLEAR,First clear,初回クリア,true
MISSION_REPLAY_REWARD,Replay,再挑戦報酬,true
MISSION_DAILY_RESETS,Resets in {0},リセットまで {0},true
MISSION_RULES,RULES,ルール,true
MISSION_LABEL_START,Start,スタート,true
MISSION_LABEL_WIND,Wind,風,true
MISSION_LABEL_GEAR,Gear,クラブ,true
MISSION_DAILY_STREAK,{0} day streak,{0}日連続,true
MISSION_DAILY_CLEARED,CLEARED,クリア済み,true
MISSION_TIER_BONUS,Tier bonus,ティアボーナス,true
MISSION_WARN_NO_CLUBS,Your bag has no club this mission allows.,このミッションで使えるクラブがバッグにありません。,true
MISSION_WARN_UNAVAILABLE,This mission is not available yet.,このミッションはまだプレイできません。,true
MISSION_RESULT_CLEARED,MISSION CLEARED,ミッションクリア,true
MISSION_RESULT_FAILED,MISSION FAILED,ミッション失敗,true
# --- missions_v1: goal line templates ({0} = the goal's param) ------------
GOAL_SCORE_M2,Score eagle or better,イーグル以上であがる,true
GOAL_SCORE_M1,Score birdie or better,バーディー以上であがる,true
GOAL_SCORE_0,Score par or better,パー以上であがる,true
GOAL_SCORE_1,Score bogey or better,ボギー以上であがる,true
GOAL_SCORE_2,Score double bogey or better,ダブルボギー以上であがる,true
GOAL_SHOTS,Hole out in {0} strokes or fewer,{0}打以内でホールアウト,true
GOAL_PUTTS,Take {0} putts or fewer,{0}パット以内であがる,true
GOAL_NO_HAZARD,No water and no out of bounds,池・OBなし,true
GOAL_AVOID,Never land in the {0},{0}に入れない,true
GOAL_LAND_TEE,Land the tee shot on the {0},ティーショットを{0}に乗せる,true
GOAL_LAND_ANY,Land a shot on the {0},いずれかのショットを{0}に乗せる,true
GOAL_GIR,Hit the green in regulation,パーオンする,true
GOAL_DIST,Hit one shot {0} yd or further,1打で{0}ヤード以上飛ばす,true
GOAL_CARRY,Carry one shot {0} yd or further,1打で{0}ヤード以上キャリーさせる,true
GOAL_NEAR_PIN,Reach the green within {0} yd of the pin,グリーンオン時にピンまで{0}ヤード以内につける,true
GOAL_USE_CLUB,Tee off with the {0},ティーショットは{0}で打つ,true
GOAL_AVOID_CLUB,Never use the {0},{0}を使わない,true
GOAL_UP_DOWN,Get up and down in two,2打以内で寄せてワンパット,true
# --- missions_v1: surface names (goal params) -----------------------------
SURFACE_FAIRWAY,fairway,フェアウェイ,true
SURFACE_GREEN,green,グリーン,true
SURFACE_ROUGH,rough,ラフ,true
SURFACE_S_ROUGH,semi-rough,セミラフ,true
SURFACE_ROUGH_AND_SEMI,rough or semi-rough,ラフ・セミラフ,true
SURFACE_BUNKER,bunker,バンカー,true
SURFACE_WATER,water,池,true
# --- missions_v1: club-type names (goal params) ---------------------------
CLUBTYPE_DRIVER,Driver,ドライバー,true
CLUBTYPE_WOOD,Wood,ウッド,true
CLUBTYPE_IRON7,7-iron,7番アイアン,true
CLUBTYPE_IRON9,9-iron,9番アイアン,true
CLUBTYPE_AW,Approach wedge,アプローチウェッジ,true
CLUBTYPE_PW,Pitching wedge,ピッチングウェッジ,true
CLUBTYPE_SW,Sand wedge,サンドウェッジ,true
CLUBTYPE_PUTTER,Putter,パター,true
# --- missions_v1: wind preset lines (wind.<id>) ---------------------------
WIND_CALM,Calm,無風,true
WIND_TAIL_L,Light tailwind,弱い追い風,true
WIND_CROSS_L,Light crosswind,弱い横風,true
WIND_HEAD_L,Light headwind,弱い向かい風,true
WIND_TAIL_S,Strong tailwind,強い追い風,true
WIND_CROSS_S,Strong crosswind,強い横風,true
WIND_HEAD_S,Strong headwind,強い向かい風,true
WIND_QUARTER_S,Strong quartering headwind,強い斜め向かい風,true
WIND_GUSTY,Gusty — changes every shot,突風 — 1打ごとに変化,true
# --- missions_v1: loadout lines (loadout.<id>) ----------------------------
LOADOUT_OWN,Your own bag,自分のバッグ,true
LOADOUT_OWN_NO_WOODS,Your bag — no Driver or Wood,自分のバッグ — ドライバー・ウッド禁止,true
LOADOUT_OWN_NO_IRONS,Your bag — no irons,自分のバッグ — アイアン禁止,true
LOADOUT_OWN_NO_WEDGES,Your bag — no wedges,自分のバッグ — ウェッジ禁止,true
LOADOUT_SUP_FULL,full bag,フルセット,true
LOADOUT_SUP_FULL_RARE,full bag (Rare),フルセット（レア）,true
LOADOUT_SUP_NO_DRIVER,"full bag, no Driver",ドライバーなしのフルセット,true
LOADOUT_SUP_IRONS,irons and putter,アイアンとパター,true
LOADOUT_SUP_WEDGE_PUTTER,wedges and putter,ウェッジとパター,true
LOADOUT_SUP_PUTTER,putter only,パターのみ,true
LOADOUT_SUP_DRIVER_PUTTER,Driver and putter,ドライバーとパター,true
LOADOUT_SUP_ONE_IRON,7-iron and putter,7番アイアンとパター,true
LOADOUT_SUP_WOOD_ONLY,Wood and putter,ウッドとパター,true
# --- missions_v1: start-area lines ----------------------------------------
START_AREA_GREEN,On the green,グリーン上,true
START_AREA_FRINGE,Fringe,カラー,true
START_AREA_FAIRWAY,Fairway approach,フェアウェイからのアプローチ,true
START_AREA_ROUGH,Rough,ラフ,true
START_AREA_SAND,Greenside bunker,グリーンサイドバンカー,true
START_AREA_TEE_LADIES,Ladies tee,レディースティー,true
START_AREA_TEE_FRONT,Front tee,フロントティー,true
START_AREA_TEE_REGULAR,Regular tee,レギュラーティー,true
START_AREA_TEE_BACK,Back tee,バックティー,true
# --- missions_v1: the 40 campaign mission names ---------------------------
MISSION_NAME_B_FIRST_PUTT,First Putt,はじめてのパット,true
MISSION_NAME_B_SHORT_HOLE,The Short Hole,ショートホール,true
MISSION_NAME_B_CHIP_AND_RUN,Chip and Run,チップ＆ラン,true
MISSION_NAME_B_FAIRWAY_FINDER,Fairway Finder,フェアウェイキープ,true
MISSION_NAME_B_FIRST_150,The First 150,初めての150ヤード,true
MISSION_NAME_B_BOGEY_GOLF,Bogey Golf,ボギーゴルフ,true
MISSION_NAME_B_SAND_ESCAPE,Sand Escape,バンカー脱出,true
MISSION_NAME_B_KEEP_IT_DRY,Keep It Dry,池ポチャ禁止,true
MISSION_NAME_B_GRADUATION,Graduation Day,卒業試験,true
MISSION_NAME_B_IRON_MAN,Iron Man,アイアンだけで,true
MISSION_NAME_A_YOUR_OWN_CLUBS,Your Own Clubs,マイクラブで,true
MISSION_NAME_A_PAR_3_PAR,"Par Three, Par",ショートでパー,true
MISSION_NAME_A_ROUGH_RECOVERY,Out of the Rough,ラフからのリカバリー,true
MISSION_NAME_A_TWO_PUTT,Two-Putt Territory,2パット圏内,true
MISSION_NAME_A_APPROACH,The Approach,アプローチ勝負,true
MISSION_NAME_A_NO_WOODS,Leave the Woods,ウッド封印,true
MISSION_NAME_A_DRIVER_PUTTER,Driver & Putter,ドライバーとパターだけ,true
MISSION_NAME_A_CLEAN_CARD,Clean Card,ノーミスで,true
MISSION_NAME_A_BIG_DRIVE,Big Drive,ビッグドライブ,true
MISSION_NAME_A_AMATEUR_FINAL,Amateur Open,アマチュアオープン,true
MISSION_NAME_P_ONE_IRON,One Iron,7番一本勝負,true
MISSION_NAME_P_STICK_IT,Stick It,ピンそば,true
MISSION_NAME_P_INTO_THE_WIND,Into the Wind,向かい風,true
MISSION_NAME_P_NO_IRONS,No Irons Allowed,アイアン禁止,true
MISSION_NAME_P_BIRDIE_HUNT,Birdie Hunt,バーディー狙い,true
MISSION_NAME_P_PRECISION,Precision Round,精密ラウンド,true
MISSION_NAME_P_GUSTS,Reading the Gusts,突風を読め,true
MISSION_NAME_P_CROSSWIND_PAR3,Crosswind Par 3,横風のパー3,true
MISSION_NAME_P_LONG_PAR5,The Long Eighth,8番ロング攻略,true
MISSION_NAME_P_PRO_FINAL,Pro Championship,プロ選手権,true
MISSION_NAME_L_TOURNEY_PAR,"Back Tee, Par",バックティーでパー,true
MISSION_NAME_L_WOOD_ONLY,Wood & Putter,ウッドとパターのみ,true
MISSION_NAME_L_BIRDIE_PAR3,Birdie on Eleven,11番でバーディー,true
MISSION_NAME_L_NO_WEDGES,Hands Off the Wedges,ウェッジ禁止,true
MISSION_NAME_L_DRIVER_PUTTER_PAR,"Two Clubs, Par",2本でパー,true
MISSION_NAME_L_BIRDIE_GUSTS,Birdie in the Gusts,突風の中のバーディー,true
MISSION_NAME_L_SAND_UP_DOWN,Sand Save,サンドセーブ,true
MISSION_NAME_L_EAGLE_FIVE,Eagle on Eighteen,18番でイーグル,true
MISSION_NAME_L_PERFECT_ROUND,Perfect Hole,パーフェクトホール,true
MISSION_NAME_L_LEGEND_FINAL,Legend Final,レジェンドファイナル,true
GPS_HUB_TITLE,GOLFIN GPS,GOLFIN GPS,true
GPS_HUB_BACK,GAME,ゲーム,true
GPS_HUB_SUB_FORMAT,HC {0} · {1} followers,HC {0} · フォロワー {1},true
GPS_HUB_STAT_POINTS,POINTS,ポイント,true
GPS_HUB_STAT_BEST,BEST,ベスト,true
GPS_HUB_STAT_TRUST,TRUST,信頼度,true
GPS_HUB_STAT_AVATAR,AVATAR,アバター,true
GPS_HUB_HOW_1,SCREENSHOT,スクショを貼る,true
GPS_HUB_HOW_2,AI READS IT,AIが認識,true
GPS_HUB_HOW_3,GPS PROOF,GPSで証明,true
GPS_HUB_HOW_4,EARN PTS,ポイントGET,true
GPS_HUB_TILE_SCREENSHOT,SCREENSHOT,スクショ,true
GPS_HUB_TILE_CHECKIN,CHECK-IN,チェックイン,true
GPS_HUB_TILE_VOTE,VOTE,Vote,true
GPS_HUB_TILE_GIFT,GIFT,Gift,true
GPS_HUB_RECENT_ROUNDS,MY RECENT ROUNDS,最近のラウンド,true
GPS_HUB_TRUST_FORMAT,● Trust {0}%,● 信頼度 {0}%,true
GPS_HUB_HOLES_FORMAT,({0} holes),({0}ホール),true
GPS_HUB_BEST_TAG,BEST,ベスト,true
GPS_HUB_NAV_HOME,HOME,ホーム,true
GPS_HUB_NAV_ROUNDS,ROUNDS,ラウンド,true
GPS_HUB_NAV_GIFT,GIFT,Gift,true
GPS_HUB_NAV_PROFILE,PROFILE,プロフィール,true
GPS_HUB_DATE_TODAY,today,今日,true
GPS_HUB_DATE_YESTERDAY,yesterday,昨日,true
GPS_HUB_DATE_DAYS_AGO,{0} days ago,{0}日前,true
GPS_HUB_DATE_WEEKS_AGO,{0} weeks ago,{0}週間前,true
SCORE_UPLOAD_TITLE,SCORE UPLOAD,スコアアップロード,true
SCORE_POSTED_TITLE,SCORE POSTED,スコア投稿完了,true
SU_STEP_CAPTURE,CAPTURE,撮影,true
SU_STEP_READING,AI READING,AI認識,true
SU_STEP_EDIT,EDIT SCORE,スコア編集,true
SU_STEP_GPS,GPS PROOF,GPS証明,true
SU_STEP_CONFIRM,CONFIRM,確認,true
SU_BACK,‹ BACK,‹ 戻る,true
SU_CLOSE,× CLOSE,× 閉じる,true
SU_ALIGN_HINT,Align the scorecard inside the frame,枠内にスコアカードを合わせてください,true
SU_SRC_CAMERA,CAMERA,カメラ,true
SU_SRC_LIBRARY,LIBRARY,ライブラリ,true
SU_SRC_MANUAL,MANUAL ENTRY,手入力,true
SU_READING,Reading your scorecard...,スコアカードを読み取っています…,true
SU_READING_SUB,Usually takes a few seconds,通常は数秒で完了します,true
SU_READ_FAIL,Could not read the scorecard,スコアが認識できませんでした,true
SU_ROW_TOTAL,TOTAL SCORE,合計スコア,true
SU_SUM_TOTAL,TOTAL,合計,true
SU_ROW_OUT,OUT,アウト,true
SU_ROW_IN,IN,イン,true
SU_ROW_PUTTS,PUTTS,パット,true
SU_ROW_COURSE,COURSE,コース,true
SU_ROW_CONFIDENCE,CONFIDENCE,認識精度,true
SU_CONF_HIGH,✓ HIGH,✓ 高,true
SU_CONF_MED,MEDIUM,中,true
SU_CONF_LOW,LOW,低,true
SU_BTN_CONFIRM_SCORE,CONFIRM SCORE,スコアを確認,true
SU_BTN_RETAKE,RETAKE,撮り直す,true
SU_BTN_RETRY,RETRY,再試行,true
SU_BTN_ENTER_MANUALLY,ENTER MANUALLY,手入力する,true
SU_HOLES_18,18 HOLES,18ホール,true
SU_HOLES_9,9 HOLES,9ホール,true
SU_SECTION_OUT,OUT,アウト,true
SU_SECTION_IN,IN,イン,true
SU_TOTAL_FROM_HOLES,Total is the sum of the holes you entered,合計は入力したホールの合算です,true
SU_BTN_VERIFY_GPS,VERIFY WITH GPS,GPSで証明する,true
SU_GPS_ON,● GPS ON,● GPS ON,true
SU_GPS_OFF,● GPS OFF,● GPS OFF,true
SU_LOCATING,Locating you...,現在地を取得しています…,true
SU_ACCURACY_FMT,Locating you… accuracy ±{0} m,現在地を取得中… 精度 ±{0} m,true
SU_COURSE_FOUND,Golf course detected,ゴルフ場を検出しました,true
SU_COURSE_NONE,No golf course nearby,近くにゴルフ場が見つかりません,true
SU_ADDRESS_UNKNOWN,Address unavailable,住所は取得できません,true
SU_WITHIN_FMT,Within {0} m of your position,現在地から {0} m 以内,true
GPS_HUB_NO_ROUNDS,No rounds yet — upload a scorecard to start,まだラウンドがありません — スコアカードをアップロードしましょう,true
SU_HOLE_PAR_FMT,Par {0},パー {0},true
SU_FACT_PAR,PAR,パー,true
SU_FACT_YARDS,YARDS,ヤード,true
SU_FACT_HOLES,HOLES,ホール,true
SU_BTN_CONFIRM_COURSE,CONFIRM THIS COURSE,このコースで確定,true
SU_BTN_CHOOSE_MANUAL,CHOOSE MANUALLY,手動で選ぶ,true
SU_RETRY_GPS,Retry GPS,GPSを再試行,true
SU_PICK_COURSE,PICK A COURSE,コースを選択,true
SU_SEARCH_COURSE,Search courses,コース名で検索,true
SU_NO_COURSE,Post without a course,コースなしで投稿,true
SU_TRUST_LEVEL,TRUST LEVEL,信頼度,true
SU_CHK_SCREENSHOT,Scorecard verified by AI,AIがスコアカードを認証,true
SU_CHK_GPS,GPS proof recorded,GPS証明を記録,true
SU_CHK_FRIEND,Friend confirmation (pending),友達の確認（未実装）,true
SU_POINTS_EARNED,POINTS EARNED,獲得ポイント,true
SU_POINTS_FMT,+{0} pts,+{0} pts,true
SU_BTN_POST_SCORE,POST SCORE,スコアを投稿,true
SU_POSTED,SCORE POSTED!,スコアを投稿しました！,true
SU_POSTED_PTS_FMT,+{0} activity pts earned,Activity pts +{0} を獲得,true
SU_SHARE_BRAND,GOLFIN GPS,GOLFIN GPS,true
SU_SHARE_TRUST_FMT,TRUST {0}%,信頼度 {0}%,true
SU_ROUND_N_FMT,★ {0}{1} round,★ {0}ラウンド目,true
SU_VOTE_PROMPT,Create a VOTE about this round?,このラウンドでVOTEを作成しますか？,true
SU_VOTE_QUESTION_DEFAULT,"""Will I break 90 next round?""",「次のラウンドで90を切れる？」,true
SU_BTN_CREATE_VOTE,CREATE VOTE,VOTEを作成,true
SU_BTN_SKIP,SKIP,スキップ,true
SU_SHARE_TO,SHARE TO,シェア,true
SU_SHARE_COPY,Copy link,リンクをコピー,true
SU_BTN_BACK_HOME,BACK TO HOME,ホームに戻る,true
SU_ERR_SCORE_RANGE,That score is outside the allowed range.,スコアが入力可能な範囲外です。,true
SU_ERR_RATE_LIMIT,You have posted too many scores in the last 24 hours.,24時間以内の投稿数が上限に達しました。,true
SU_ERR_GENERIC,Could not post the score. Check your connection and try again.,スコアの投稿に失敗しました。通信環境を確認して、もう一度お試しください。,true
SU_ERR_CAMERA_PERM,Camera access is needed to photograph a scorecard.,スコアカードの撮影にはカメラの許可が必要です。,true
SU_ERR_LIBRARY_PERM,Photo library access is needed to pick a screenshot.,スクリーンショットの選択には写真へのアクセス許可が必要です。,true
GPS_ERR_SERVICE_DISABLED,Location Services are off. Turn them on in Settings.,端末の位置情報サービスがOFFです。設定アプリからONにしてください。,true
GPS_ERR_PERMISSION_DENIED,Location permission is required.,位置情報の許可が必要です。,true
GPS_ERR_PERMISSION_DENIED_FOREVER,"Location is denied. Set GOLFIN's location to ""While Using the App"" in Settings.",位置情報が拒否されています。設定アプリから GOLFIN の位置情報を「このAppの使用中のみ」に設定してください。,true
GPS_ERR_TIMEOUT,Getting your location is taking a while. Try again where the signal is better.,位置情報の取得に時間がかかっています。電波の良い場所で再度お試しください。,true
GPS_ERR_UNKNOWN,Could not get your location.,位置情報の取得に失敗しました。,true
GPS_HUB_RECENT_GIFTS,RECENT GIFTS,最近のギフト,true
GPS_HUB_LIVE_VOTES,LIVE VOTES,開催中の投票,true
GPS_HUB_NO_GIFTS,No gifts yet,まだギフトはありません,true
